datetime,forecast,Номер скважины
1992-07-04,8.699804377496045,0
1992-07-05,8.335874539771591,0
1992-07-06,8.159783644175498,0
1992-07-07,8.490905310454123,0
1992-07-08,8.428051997622747,0
1992-07-09,8.343204645551122,0
1992-04-11,9.127681739510102,1
1992-04-12,9.879905817723383,1
1992-04-13,9.971575635704234,1
1992-04-14,9.935094050174216,1
1992-04-15,10.029852447591134,1
1992-04-16,9.94722914303188,1
1992-04-17,10.635293767232541,1
1992-04-18,10.863786152471176,1
1992-04-19,11.063564362819168,1
1992-04-20,11.496504707530498,1
1992-04-21,11.38951224016759,1
1992-04-22,11.213110989115478,1
1992-04-23,11.806733916916922,1
1992-04-24,11.754694482005997,1
1992-04-25,12.036053719112834,1
1992-04-26,11.461882731678628,1
1992-04-27,12.105169997726964,1
1992-04-28,12.2361958633904,1
1992-04-29,12.373494634420423,1
1992-04-30,11.927251191549733,1
1992-05-01,12.255979073963616,1
1992-05-02,12.159583390969535,1
1992-05-03,12.729711963209882,1
1992-05-04,12.530605703876722,1
1992-05-05,12.41999162094003,1
1992-05-06,12.341266169767222,1
1992-05-07,12.47342985142844,1
1992-05-08,12.768604269923138,1
1992-05-09,12.627917543331847,1
1992-05-10,12.641004804419369,1
1992-05-11,12.730632467569592,1
1992-05-12,12.60159122649872,1
1992-05-13,12.441584595007276,1
1992-05-14,12.320016200107,1
1992-05-15,12.194985694566947,1
1992-05-16,12.341698969704442,1
1992-05-17,12.567280391782477,1
1992-05-18,12.472400294325737,1
1992-05-19,12.218007271678871,1
1992-05-20,12.126488750442986,1
1992-05-21,12.404272331299016,1
1992-05-22,12.501686124748538,1
1992-05-23,12.503468678009286,1
1992-05-24,12.611545463746687,1
1992-05-25,12.368514759184485,1
1992-05-26,12.617731158803442,1
1992-05-27,12.698198324305809,1
1992-05-28,12.031787650891157,1
1992-05-29,12.193820499871112,1
1992-05-30,12.31643782178025,1
1992-05-31,12.204807850955667,1
1992-06-01,11.959206593614988,1
1992-06-02,11.302955481150326,1
1992-06-03,11.287842440870019,1
1992-06-04,10.888182682897753,1
1992-06-05,10.896841956652853,1
1992-06-06,10.537438890925442,1
1992-06-07,10.667522413634423,1
1992-06-08,11.241257742181272,1
1992-06-09,11.22161605510435,1
1992-06-10,10.58632928835231,1
1992-06-11,10.580024356148657,1
1992-06-12,10.601401883771931,1
1992-06-13,10.312761482627895,1
1992-06-14,9.540259835162534,1
1992-06-15,9.03149404855887,1
1992-06-16,8.456387698044935,1
1992-06-17,7.757272538129321,1
1992-06-18,7.36411938204131,1
1992-06-19,7.496501823896028,1
1992-06-20,7.683773972767595,1
1992-06-21,7.631748358058682,1
1992-06-22,7.285283222857826,1
1992-06-23,7.615699982693109,1
1992-06-24,7.020763256694271,1
1992-06-25,7.574452918069425,1
1992-06-26,7.738048201527195,1
1992-06-27,7.909344634495636,1
1992-06-28,7.662458525396785,1
1992-06-29,7.7072630298997336,1
1992-06-30,8.600477502661771,1
1992-07-01,8.639800105567517,1
1992-07-02,8.837356491930695,1
1992-07-03,8.639827944732763,1
1992-07-04,8.446060369271896,1
1992-07-05,8.582669477435612,1
1992-07-06,8.934281624302582,1
1992-07-07,8.995955718884183,1
1992-07-08,9.164987150208212,1
1992-07-09,9.217422081768312,1
1992-04-11,14.121047058887275,2
1992-04-12,14.32762876690861,2
1992-04-13,14.121047058887275,2
1992-04-14,14.32762876690861,2
1992-04-15,14.121047058887275,2
1992-04-16,14.32762876690861,2
1992-04-17,14.121047058887275,2
1992-04-18,14.32762876690861,2
1992-04-19,14.121047058887275,2
1992-04-20,14.32762876690861,2
1992-04-21,14.121047058887275,2
1992-04-22,14.32762876690861,2
1992-04-23,14.121047058887275,2
1992-04-24,14.32762876690861,2
1992-04-25,14.121047058887275,2
1992-04-26,14.32762876690861,2
1992-04-27,14.121047058887275,2
1992-04-28,14.32762876690861,2
1992-04-29,14.121047058887275,2
1992-04-30,14.32762876690861,2
1992-05-01,14.121047058887275,2
1992-05-02,14.32762876690861,2
1992-05-03,14.121047058887275,2
1992-05-04,14.32762876690861,2
1992-05-05,14.121047058887275,2
1992-05-06,14.32762876690861,2
1992-05-07,14.121047058887275,2
1992-05-08,14.32762876690861,2
1992-05-09,14.121047058887275,2
1992-05-10,14.32762876690861,2
1992-05-11,14.121047058887275,2
1992-05-12,14.32762876690861,2
1992-05-13,14.121047058887275,2
1992-05-14,14.32762876690861,2
1992-05-15,14.121047058887275,2
1992-05-16,14.32762876690861,2
1992-05-17,14.121047058887275,2
1992-05-18,14.32762876690861,2
1992-05-19,14.121047058887275,2
1992-05-20,14.32762876690861,2
1992-05-21,14.121047058887275,2
1992-05-22,14.32762876690861,2
1992-05-23,14.121047058887275,2
1992-05-24,14.32762876690861,2
1992-05-25,14.121047058887275,2
1992-05-26,14.32762876690861,2
1992-05-27,14.121047058887275,2
1992-05-28,14.32762876690861,2
1992-05-29,14.121047058887275,2
1992-05-30,14.32762876690861,2
1992-05-31,14.121047058887275,2
1992-06-01,14.32762876690861,2
1992-06-02,14.121047058887275,2
1992-06-03,14.32762876690861,2
1992-06-04,14.121047058887275,2
1992-06-05,14.32762876690861,2
1992-06-06,14.121047058887275,2
1992-06-07,14.32762876690861,2
1992-06-08,14.121047058887275,2
1992-06-09,14.32762876690861,2
1992-06-10,14.121047058887275,2
1992-06-11,14.32762876690861,2
1992-06-12,14.121047058887275,2
1992-06-13,14.32762876690861,2
1992-06-14,14.121047058887275,2
1992-06-15,14.32762876690861,2
1992-06-16,14.121047058887275,2
1992-06-17,14.32762876690861,2
1992-06-18,14.121047058887275,2
1992-06-19,14.32762876690861,2
1992-06-20,14.121047058887275,2
1992-06-21,14.32762876690861,2
1992-06-22,14.121047058887275,2
1992-06-23,14.32762876690861,2
1992-06-24,14.121047058887275,2
1992-06-25,14.32762876690861,2
1992-06-26,14.121047058887275,2
1992-06-27,14.32762876690861,2
1992-06-28,14.121047058887275,2
1992-06-29,14.32762876690861,2
1992-06-30,14.121047058887275,2
1992-07-01,14.32762876690861,2
1992-07-02,14.121047058887275,2
1992-07-03,14.32762876690861,2
1992-07-04,14.121047058887275,2
1992-07-05,14.32762876690861,2
1992-07-06,14.121047058887275,2
1992-07-07,14.32762876690861,2
1992-07-08,14.121047058887275,2
1992-07-09,14.32762876690861,2
1992-04-11,16.10031653653974,3
1992-04-12,16.10031653653974,3
1992-04-13,16.022747333392307,3
1992-04-14,16.022747333392307,3
1992-04-15,16.022747333392307,3
1992-04-16,16.022747333392307,3
1992-04-17,16.022747333392307,3
1992-04-18,15.99942076169719,3
1992-04-19,15.99942076169719,3
1992-04-20,15.99942076169719,3
1992-04-21,15.99942076169719,3
1992-04-22,16.00982155392427,3
1992-04-23,16.00982155392427,3
1992-04-24,16.00982155392427,3
1992-04-25,16.00982155392427,3
1992-04-26,16.00982155392427,3
1992-04-27,16.00982155392427,3
1992-04-28,16.00982155392427,3
1992-04-29,15.968533743046166,3
1992-04-30,15.966265775708031,3
1992-05-01,15.966265775708031,3
1992-05-02,15.966265775708031,3
1992-05-03,15.968215132155304,3
1992-05-04,15.968215132155304,3
1992-05-05,15.968215132155304,3
1992-05-06,15.968215132155304,3
1992-05-07,15.968215132155304,3
1992-05-08,16.00183335306665,3
1992-05-09,16.00183335306665,3
1992-05-10,16.00183335306665,3
1992-05-11,16.00183335306665,3
1992-05-12,15.996436166387383,3
1992-05-13,16.074005369534817,3
1992-05-14,16.074005369534817,3
1992-05-15,16.074005369534817,3
1992-05-16,16.074005369534817,3
1992-05-17,16.06360457730774,3
1992-05-18,16.06360457730774,3
1992-05-19,16.06360457730774,3
1992-05-20,16.06360457730774,3
1992-05-21,16.06360457730774,3
1992-05-22,16.06360457730774,3
1992-05-23,16.06360457730774,3
1992-05-24,16.06360457730774,3
1992-05-25,16.06360457730774,3
1992-05-26,16.06360457730774,3
1992-05-27,16.06360457730774,3
1992-05-28,16.06360457730774,3
1992-05-29,16.10489238818584,3
1992-05-30,16.1052109990767,3
1992-05-31,15.973231817910996,3
1992-06-01,15.973231817910996,3
1992-06-02,15.973231817910996,3
1992-06-03,15.973231817910996,3
1992-06-04,15.97016411308957,3
1992-06-05,15.97016411308957,3
1992-06-06,15.97016411308957,3
1992-06-07,15.97016411308957,3
1992-06-08,15.97016411308957,3
1992-06-09,15.97016411308957,3
1992-06-10,15.97016411308957,3
1992-06-11,15.97016411308957,3
1992-06-12,15.97016411308957,3
1992-06-13,15.97016411308957,3
1992-06-14,15.97016411308957,3
1992-06-15,15.97016411308957,3
1992-06-16,15.97016411308957,3
1992-06-17,15.97016411308957,3
1992-06-18,15.97016411308957,3
1992-06-19,15.97016411308957,3
1992-06-20,15.97016411308957,3
1992-06-21,15.97016411308957,3
1992-06-22,15.97016411308957,3
1992-06-23,15.97016411308957,3
1992-06-24,15.97016411308957,3
1992-06-25,15.97016411308957,3
1992-06-26,15.97016411308957,3
1992-06-27,15.97016411308957,3
1992-06-28,15.97016411308957,3
1992-06-29,15.97016411308957,3
1992-06-30,15.97016411308957,3
1992-07-01,15.97016411308957,3
1992-07-02,15.97016411308957,3
1992-07-03,15.97016411308957,3
1992-07-04,15.97016411308957,3
1992-07-05,15.97016411308957,3
1992-07-06,15.97016411308957,3
1992-07-07,15.97016411308957,3
1992-07-08,15.97016411308957,3
1992-07-09,15.97016411308957,3
1992-04-11,5.855240238836583,4
1992-04-12,5.893565859980263,4
1992-04-13,6.058260665838404,4
1992-04-14,5.8424487408695756,4
1992-04-15,5.687823280597594,4
1992-04-16,6.017171372752126,4
1992-04-17,5.943151647689348,4
1992-04-18,6.030896450821364,4
1992-04-19,6.144566874509746,4
1992-04-20,5.8105316123011574,4
1992-04-21,5.916695848848828,4
1992-04-22,6.044292858611759,4
1992-04-23,6.080438256035274,4
1992-04-24,5.845384658697997,4
1992-04-25,5.79302762486714,4
1992-04-26,5.903344678274943,4
1992-04-27,5.837842152184697,4
1992-04-28,6.102877533078776,4
1992-04-29,6.0779015219721035,4
1992-04-30,5.891205520727252,4
1992-05-01,5.7427531455356196,4
1992-05-02,6.068247594021612,4
1992-05-03,5.745431346300098,4
1992-05-04,5.934284541504696,4
1992-05-05,6.086109116105524,4
1992-05-06,5.979381728883326,4
1992-05-07,5.8223356871030685,4
1992-05-08,5.862797810707637,4
1992-05-09,6.007362639853166,4
1992-05-10,5.843599944189361,4
1992-05-11,5.650718193190269,4
1992-05-12,6.0927118604950286,4
1992-05-13,5.881793515682663,4
1992-05-14,5.662337417588743,4
1992-05-15,5.778253918859552,4
1992-05-16,5.91768395626239,4
1992-05-17,5.801282962370344,4
1992-05-18,5.83105134975482,4
1992-05-19,5.8846005995686275,4
1992-05-20,5.815790623527871,4
1992-05-21,5.801972667787995,4
1992-05-22,5.958798200016936,4
1992-05-23,5.775390653401026,4
1992-05-24,5.680419572649388,4
1992-05-25,5.904348296468918,4
1992-05-26,5.910088975346654,4
1992-05-27,5.819384969925299,4
1992-05-28,5.852772661577221,4
1992-05-29,5.829295842516454,4
1992-05-30,5.776017575725135,4
1992-05-31,6.001861804700745,4
1992-06-01,5.777176579596745,4
1992-06-02,5.895065036464242,4
1992-06-03,5.653431268613551,4
1992-06-04,5.910432396593352,4
1992-06-05,5.913238208980035,4
1992-06-06,5.697951118608069,4
1992-06-07,5.8841957217288146,4
1992-06-08,5.8539624161545945,4
1992-06-09,5.703260938052017,4
1992-06-10,5.855538852235261,4
1992-06-11,5.941158848618848,4
1992-06-12,5.7658689034131765,4
1992-06-13,5.860676304043768,4
1992-06-14,5.972967733565982,4
1992-06-15,5.900765925221702,4
1992-06-16,5.9484115920676075,4
1992-06-17,5.9254542792269955,4
1992-06-18,5.915501744623294,4
1992-06-19,5.895082499298454,4
1992-06-20,5.892141264052242,4
1992-06-21,5.974695311496852,4
1992-06-22,5.861049434245865,4
1992-06-23,5.92055199475713,4
1992-06-24,5.915711124406226,4
1992-06-25,5.931283025893981,4
1992-06-26,5.875611779251485,4
1992-06-27,5.91954068717143,4
1992-06-28,5.9384516362650555,4
1992-06-29,5.91375676013392,4
1992-06-30,5.895480129221553,4
1992-07-01,5.955909955881586,4
1992-07-02,5.894069380529259,4
1992-07-03,5.913816143658002,4
1992-07-04,5.981852459338856,4
1992-07-05,5.97373466395156,4
1992-07-06,5.922526674439283,4
1992-07-07,5.9535543790616785,4
1992-07-08,5.953187871737585,4
1992-07-09,5.934085849140918,4
1992-04-11,6.7667081607565915,5
1992-04-12,7.067006185370709,5
1992-04-13,6.793666909529483,5
1992-04-14,6.932914988279943,5
1992-04-15,6.600620073234454,5
1992-04-16,6.719204174185185,5
1992-04-17,7.06035207055281,5
1992-04-18,6.631788653758933,5
1992-04-19,6.198242628257406,5
1992-04-20,6.345526710428601,5
1992-04-21,5.84539265235297,5
1992-04-22,6.205487243975414,5
1992-04-23,5.979624725558859,5
1992-04-24,6.282700428898671,5
1992-04-25,5.797616018455598,5
1992-04-26,5.65871586204579,5
1992-04-27,5.884066614110015,5
1992-04-28,6.174005481215806,5
1992-04-29,6.793056567320217,5
1992-04-30,6.143060273000703,5
1992-05-01,5.939172496421429,5
1992-05-02,5.6474617765619595,5
1992-05-03,5.238356702633732,5
1992-05-04,5.193282367809541,5
1992-05-05,5.266073368457221,5
1992-05-06,4.830557080190937,5
1992-05-07,4.634468588913293,5
1992-05-08,4.711437596580197,5
1992-05-09,4.615809597849612,5
1992-05-10,4.621366915242904,5
1992-05-11,4.6208223946194735,5
1992-05-12,4.6226326099527295,5
1992-05-13,4.6226326099527295,5
1992-05-14,4.624644231936513,5
1992-05-15,4.624644231936513,5
1992-05-16,4.628349525796409,5
1992-05-17,4.625601977320789,5
1992-05-18,4.625601977320789,5
1992-05-19,4.625601977320789,5
1992-05-20,4.626824828724979,5
1992-05-21,4.622869998734997,5
1992-05-22,4.622869998734997,5
1992-05-23,4.622869998734997,5
1992-05-24,4.622869998734997,5
1992-05-25,4.622869998734997,5
1992-05-26,4.6234803022836015,5
1992-05-27,4.624514464279196,5
1992-05-28,4.624514464279196,5
1992-05-29,4.627498946668368,5
1992-05-30,4.627342073278493,5
1992-05-31,4.648874020626069,5
1992-06-01,4.648874020626069,5
1992-06-02,4.648874020626069,5
1992-06-03,4.648874020626069,5
1992-06-04,4.648874020626069,5
1992-06-05,4.6484868202015,5
1992-06-06,4.6484868202015,5
1992-06-07,4.6484868202015,5
1992-06-08,4.6484868202015,5
1992-06-09,4.6484868202015,5
1992-06-10,4.6484868202015,5
1992-06-11,4.6484868202015,5
1992-06-12,4.6484868202015,5
1992-06-13,4.6484868202015,5
1992-06-14,4.6484868202015,5
1992-06-15,4.6484868202015,5
1992-06-16,4.6484868202015,5
1992-06-17,4.6484868202015,5
1992-06-18,4.6484868202015,5
1992-06-19,4.6484868202015,5
1992-06-20,4.6484868202015,5
1992-06-21,4.6484868202015,5
1992-06-22,4.6484868202015,5
1992-06-23,4.6484868202015,5
1992-06-24,4.6484868202015,5
1992-06-25,4.6484868202015,5
1992-06-26,4.6484868202015,5
1992-06-27,4.6484868202015,5
1992-06-28,4.6484868202015,5
1992-06-29,4.6484868202015,5
1992-06-30,4.6484868202015,5
1992-07-01,4.6484868202015,5
1992-07-02,4.6484868202015,5
1992-07-03,4.6484868202015,5
1992-07-04,4.6484868202015,5
1992-07-05,4.6484868202015,5
1992-07-06,4.6484868202015,5
1992-07-07,4.6484868202015,5
1992-07-08,4.6484868202015,5
1992-07-09,4.6484868202015,5
1992-04-11,6.568440369123376,6
1992-04-12,6.568908076046173,6
1992-04-13,6.487896785951785,6
1992-04-14,6.537852556055536,6
1992-04-15,6.391441922919872,6
1992-04-16,6.3923299710698815,6
1992-04-17,6.390355028921663,6
1992-04-18,6.793020131252913,6
1992-04-19,7.004412872293291,6
1992-04-20,7.13255047249064,6
1992-04-21,7.091315564172786,6
1992-04-22,7.140762130484631,6
1992-04-23,6.901885787617573,6
1992-04-24,6.9059467395072796,6
1992-04-25,6.812662111211923,6
1992-04-26,6.9375781947204125,6
1992-04-27,7.165293270510203,6
1992-04-28,7.171008251490936,6
1992-04-29,7.111753100612178,6
1992-04-30,7.1264537068022635,6
1992-05-01,6.911044622393605,6
1992-05-02,6.967251900991467,6
1992-05-03,6.973742166517351,6
1992-05-04,6.94947135443501,6
1992-05-05,6.951551143319649,6
1992-05-06,6.857876592776216,6
1992-05-07,6.903684266459601,6
1992-05-08,6.80151426580507,6
1992-05-09,6.7977950156378055,6
1992-05-10,6.631220979490115,6
1992-05-11,6.419660465716982,6
1992-05-12,6.3520788728347295,6
1992-05-13,6.445918555838316,6
1992-05-14,6.866702916929367,6
1992-05-15,7.113318566708081,6
1992-05-16,7.188439784554221,6
1992-05-17,7.395742828874448,6
1992-05-18,7.56752859492096,6
1992-05-19,7.299034532031774,6
1992-05-20,7.2896600667208045,6
1992-05-21,7.1871423253937206,6
1992-05-22,7.339754317815789,6
1992-05-23,7.4636278383373185,6
1992-05-24,7.315492643304381,6
1992-05-25,7.435443522261078,6
1992-05-26,7.104063358866404,6
1992-05-27,6.530322841787467,6
1992-05-28,6.275173690229256,6
1992-05-29,6.452034411582373,6
1992-05-30,6.407761904030741,6
1992-05-31,6.556200602513368,6
1992-06-01,6.699245138915899,6
1992-06-02,6.737940481223594,6
1992-06-03,6.804918357077578,6
1992-06-04,6.5176536468680455,6
1992-06-05,6.602579648194482,6
1992-06-06,6.476685616568513,6
1992-06-07,6.327158490412542,6
1992-06-08,6.44897653362414,6
1992-06-09,6.385850186055791,6
1992-06-10,6.394907741121087,6
1992-06-11,6.425007549028223,6
1992-06-12,6.436527810391938,6
1992-06-13,6.393454332750852,6
1992-06-14,6.383085060723332,6
1992-06-15,6.2918700751745575,6
1992-06-16,6.389913390306406,6
1992-06-17,6.359739901924861,6
1992-06-18,6.387699733944405,6
1992-06-19,6.343141270188429,6
1992-06-20,6.381567497944953,6
1992-06-21,6.382334769410271,6
1992-06-22,6.2899485572011455,6
1992-06-23,6.48578559251054,6
1992-06-24,6.464997368286216,6
1992-06-25,6.450611282339825,6
1992-06-26,6.3262667096736775,6
1992-06-27,6.196316345621179,6
1992-06-28,6.181018284523414,6
1992-06-29,6.280587656275805,6
1992-06-30,6.139821442557819,6
1992-07-01,6.488634305061957,6
1992-07-02,6.039847371606895,6
1992-07-03,6.183766542834573,6
1992-07-04,5.757020348038321,6
1992-07-05,5.695896571490016,6
1992-07-06,5.866467945827152,6
1992-07-07,5.813442264448363,6
1992-07-08,6.027874583407639,6
1992-07-09,5.891294329552012,6
1992-04-11,14.664746839966648,7
1992-04-12,15.297592845006644,7
1992-04-13,15.51594258046245,7
1992-04-14,15.71430364280781,7
1992-04-15,16.002305683524067,7
1992-04-16,16.40137275165624,7
1992-04-17,17.073361412461182,7
1992-04-18,17.457301883233097,7
1992-04-19,17.645895184249447,7
1992-04-20,17.54748300516788,7
1992-04-21,17.961960220079256,7
1992-04-22,18.419827475124904,7
1992-04-23,18.218446878313138,7
1992-04-24,17.522091228061395,7
1992-04-25,17.32700046011364,7
1992-04-26,17.05734305598311,7
1992-04-27,15.698898219018321,7
1992-04-28,15.239295901065073,7
1992-04-29,15.19782128811842,7
1992-04-30,14.425693588749137,7
1992-05-01,13.85495147050272,7
1992-05-02,14.347487802469555,7
1992-05-03,13.481763033723297,7
1992-05-04,13.54162923740875,7
1992-05-05,13.542720790232408,7
1992-05-06,13.457729911185922,7
1992-05-07,12.932647146931266,7
1992-05-08,12.881035074425998,7
1992-05-09,12.607315986004252,7
1992-05-10,11.788826366963203,7
1992-05-11,11.575897655083658,7
1992-05-12,11.158029951399701,7
1992-05-13,10.476884264057384,7
1992-05-14,10.58785612302039,7
1992-05-15,10.458346587467624,7
1992-05-16,10.215849473475398,7
1992-05-17,10.196877738207347,7
1992-05-18,10.21147887563926,7
1992-05-19,10.87174177856136,7
1992-05-20,11.143383999179106,7
1992-05-21,10.98011007339395,7
1992-05-22,10.201603683600402,7
1992-05-23,9.9431015742593,7
1992-05-24,9.125078532661785,7
1992-05-25,9.204836102906356,7
1992-05-26,9.196352397337133,7
1992-05-27,9.71671835707336,7
1992-05-28,9.867125573893034,7
1992-05-29,9.969667313919937,7
1992-05-30,9.911851619503503,7
1992-05-31,9.757640350466964,7
1992-06-01,9.33632201913312,7
1992-06-02,9.182361137503708,7
1992-06-03,9.31933417250061,7
1992-06-04,9.362889756849755,7
1992-06-05,9.478550204298083,7
1992-06-06,9.507860289933676,7
1992-06-07,9.552240084763252,7
1992-06-08,8.99663885082278,7
1992-06-09,9.385003963112949,7
1992-06-10,9.400340717099374,7
1992-06-11,9.463691828644171,7
1992-06-12,9.54202379042294,7
1992-06-13,9.464426014862541,7
1992-06-14,9.431359224574562,7
1992-06-15,9.443201712536327,7
1992-06-16,9.327946127380507,7
1992-06-17,9.433533640877075,7
1992-06-18,9.481434329142708,7
1992-06-19,9.405813907710957,7
1992-06-20,9.385230289396521,7
1992-06-21,9.311163139574006,7
1992-06-22,9.337094735048371,7
1992-06-23,9.304456122147053,7
1992-06-24,9.460375972430315,7
1992-06-25,8.701042490680935,7
1992-06-26,8.450617348402638,7
1992-06-27,8.075021755298465,7
1992-06-28,8.786762023803897,7
1992-06-29,9.03863154145998,7
1992-06-30,9.347878637230787,7
1992-07-01,9.413534756314679,7
1992-07-02,9.644624346022367,7
1992-07-03,9.968441213138826,7
1992-07-04,9.49963473874508,7
1992-07-05,9.172913833547138,7
1992-07-06,9.163074121433805,7
1992-07-07,9.159809874399617,7
1992-07-08,9.172961269831765,7
1992-07-09,9.085429484332865,7
1992-04-11,12.561921459951972,8
1992-04-12,12.786456908346423,8
1992-04-13,12.896267894372066,8
1992-04-14,12.889648317168717,8
1992-04-15,13.577055025213943,8
1992-04-16,13.391485336777626,8
1992-04-17,13.13213738513441,8
1992-04-18,13.419397954295436,8
1992-04-19,12.935436770663085,8
1992-04-20,12.638393866694425,8
1992-04-21,13.715585647833285,8
1992-04-22,14.315613818763827,8
1992-04-23,13.625465123871544,8
1992-04-24,13.711076447187931,8
1992-04-25,14.018881302263473,8
1992-04-26,13.695373387186827,8
1992-04-27,13.719704396849218,8
1992-04-28,14.830154192285272,8
1992-04-29,14.503609209306566,8
1992-04-30,14.342909024776727,8
1992-05-01,13.807961983145553,8
1992-05-02,14.233944585917943,8
1992-05-03,13.42959584617552,8
1992-05-04,13.835365775306453,8
1992-05-05,14.082172214152116,8
1992-05-06,14.223610262100449,8
1992-05-07,14.221704279472611,8
1992-05-08,14.744569741528407,8
1992-05-09,14.027328714615345,8
1992-05-10,14.092204576579304,8
1992-05-11,14.243073733228906,8
1992-05-12,13.97641565919703,8
1992-05-13,14.558896209685408,8
1992-05-14,13.800983573144114,8
1992-05-15,13.772278841385194,8
1992-05-16,13.758727990073051,8
1992-05-17,13.293523842499066,8
1992-05-18,12.900019927329062,8
1992-05-19,12.191375417935546,8
1992-05-20,12.987752928101255,8
1992-05-21,13.524787665643252,8
1992-05-22,13.287931804742792,8
1992-05-23,12.017024415055964,8
1992-05-24,13.072413510223988,8
1992-05-25,12.685724943741311,8
1992-05-26,12.434113521255137,8
1992-05-27,12.096105600855989,8
1992-05-28,12.546625630224433,8
1992-05-29,12.433237338757788,8
1992-05-30,12.682382086247573,8
1992-05-31,12.58607897476073,8
1992-06-01,13.107104762131637,8
1992-06-02,12.538280427841883,8
1992-06-03,13.177960104701224,8
1992-06-04,12.734440131928201,8
1992-06-05,12.9299414434443,8
1992-06-06,13.12594880696263,8
1992-06-07,12.82696501374291,8
1992-06-08,13.16334664146983,8
1992-06-09,12.766156496315439,8
1992-06-10,13.37518601633913,8
1992-06-11,13.184763206129972,8
1992-06-12,12.778783939396892,8
1992-06-13,13.553394144611621,8
1992-06-14,13.412979916500262,8
1992-06-15,13.405087316849702,8
1992-06-16,13.039491096385404,8
1992-06-17,13.07721466744945,8
1992-06-18,13.022642310403214,8
1992-06-19,12.501875185144991,8
1992-06-20,12.872196702383974,8
1992-06-21,13.096638047095501,8
1992-06-22,12.986489119095594,8
1992-06-23,12.720639160589144,8
1992-06-24,12.937450316083652,8
1992-06-25,12.732904595420024,8
1992-06-26,12.311475668025011,8
1992-06-27,12.687495568021227,8
1992-06-28,13.029064101381191,8
1992-06-29,12.779781719506259,8
1992-06-30,12.998760639464692,8
1992-07-01,12.721826691825118,8
1992-07-02,12.690672197722856,8
1992-07-03,12.103807844677792,8
1992-07-04,12.741285859693296,8
1992-07-05,12.677885680546964,8
1992-07-06,12.267072826799964,8
1992-07-07,12.43130835056932,8
1992-07-08,12.38805526432591,8
1992-07-09,12.212240799908981,8
1992-04-11,32.26200187690969,9
1992-04-12,32.114210305751726,9
1992-04-13,32.114210305751726,9
1992-04-14,32.1993388306266,9
1992-04-15,32.28893411719491,9
1992-04-16,32.28893411719491,9
1992-04-17,32.28893411719491,9
1992-04-18,32.13604615996117,9
1992-04-19,32.465291389236924,9
